year	month	region	temp
1979	7	nh	-0.21
1979	7	nh_land	-0.33
1979	7	nh_ocean	-0.14
1979	7	sh	-0.41
1979	7	sh_land	-1.11
1979	7	sh_ocean	-0.26
1979	7	trpcs	-0.41
1979	7	trpcs_land	-0.56
1979	7	trpcs_ocean	-0.37
1979	7	noext	-0.15
1979	7	noext_land	-0.33
1979	7	noext_ocean	0.01
1979	7	soext	-0.37
1979	7	soext_land	-1.35
1979	7	soext_ocean	-0.2
1979	7	nopol	-0.2
1979	7	nopol_land	-0.38
1979	7	nopol_ocean	0.01
1979	7	sopol	-0.95
1979	7	sopol_land	-2.18
1979	7	sopol_ocean	-0.37
1979	7	usa48	-0.16
1979	7	usa49	-0.09
1979	7	aust	-1.16
1979	8	globe	-0.4
1979	8	globe_land	-0.54
1979	8	globe_ocean	-0.35
1979	8	nh	-0.34
1979	8	nh_land	-0.37
1979	8	nh_ocean	-0.32
1979	8	sh	-0.46
1979	8	sh_land	-0.91
1979	8	sh_ocean	-0.37
1979	8	trpcs	-0.37
1979	8	trpcs_land	-0.35
1979	8	trpcs_ocean	-0.38
1979	8	noext	-0.36
1979	8	noext_land	-0.43
1979	8	noext_ocean	-0.3
1979	8	soext	-0.47
1979	8	soext_land	-1.17
1979	8	soext_ocean	-0.34
1979	8	nopol	-0.26
1979	8	nopol_land	-0.35
1979	8	nopol_ocean	-0.15
1979	8	sopol	-1
1979	8	sopol_land	-1.67
1979	8	sopol_ocean	-0.69
1979	8	usa48	-0.74
1979	8	usa49	-0.36
1979	8	aust	-1.05
1979	9	globe	-0.32
1979	9	globe_land	-0.44
1979	9	globe_ocean	-0.28
1979	9	nh	-0.33
1979	9	nh_land	-0.31
1979	9	nh_ocean	-0.34
1979	9	sh	-0.32
1979	9	sh_land	-0.73
1979	9	sh_ocean	-0.23
1979	9	trpcs	-0.35
1979	9	trpcs_land	-0.42
1979	9	trpcs_ocean	-0.33
1979	9	noext	-0.33
1979	9	noext_land	-0.29
1979	9	noext_ocean	-0.36
1979	9	soext	-0.29
1979	9	soext_land	-0.95
1979	9	soext_ocean	-0.17
1979	9	nopol	-0.18
1979	9	nopol_land	-0.02
1979	9	nopol_ocean	-0.35
1979	9	sopol	-0.11
1979	9	sopol_land	-0.65
1979	9	sopol_ocean	0.14
1979	9	usa48	0.61
1979	9	usa49	0.68
1979	9	aust	-0.76
1979	10	globe	-0.17
1979	10	globe_land	-0.32
1979	10	globe_ocean	-0.11
1979	10	nh	-0.15
1979	10	nh_land	-0.26
1979	10	nh_ocean	-0.08
1979	10	sh	-0.19
1979	10	sh_land	-0.45
1979	10	sh_ocean	-0.14
1979	10	trpcs	-0.2
1979	10	trpcs_land	-0.23
1979	10	trpcs_ocean	-0.19
1979	10	noext	-0.15
1979	10	noext_land	-0.27
1979	10	noext_ocean	-0.06
1979	10	soext	-0.16
1979	10	soext_land	-0.63
1979	10	soext_ocean	-0.08
1979	10	nopol	-0.23
1979	10	nopol_land	-0.34
1979	10	nopol_ocean	-0.09
1979	10	sopol	-0.3
1979	10	sopol_land	-0.96
1979	10	sopol_ocean	0.02
1979	10	usa48	0.24
1979	10	usa49	0.38
1979	10	aust	-0.36
1979	11	globe	-0.26
1979	11	globe_land	-0.18
1979	11	globe_ocean	-0.29
1979	11	nh	-0.03
1979	11	nh_land	-0.02
1979	11	nh_ocean	-0.04
1979	11	sh	-0.5
1979	11	sh_land	-0.55
1979	11	sh_ocean	-0.48
1979	11	trpcs	-0.2
1979	11	trpcs_land	-0.31
1979	11	trpcs_ocean	-0.16
1979	11	noext	0.06
1979	11	noext_land	0.04
1979	11	noext_ocean	0.07
1979	11	soext	-0.65
1979	11	soext_land	-0.67
1979	11	soext_ocean	-0.65
1979	11	nopol	-0.31
1979	11	nopol_land	0.16
1979	11	nopol_ocean	-0.85
1979	11	sopol	-0.76
1979	11	sopol_land	-1.03
1979	11	sopol_ocean	-0.63
1979	11	usa48	-1.16
1979	11	usa49	-0.62
1979	11	aust	-0.08
1979	12	globe	-0.2
1979	12	globe_land	0
1979	12	globe_ocean	-0.29
1979	12	nh	-0.12
1979	12	nh_land	0.04
1979	12	nh_ocean	-0.22
1979	12	sh	-0.29
1979	12	sh_land	-0.08
1979	12	sh_ocean	-0.34
1979	12	trpcs	-0.43
1979	12	trpcs_land	-0.59
1979	12	trpcs_ocean	-0.38
1979	12	noext	0.06
1979	12	noext_land	0.24
1979	12	noext_ocean	-0.1
1979	12	soext	-0.23
1979	12	soext_land	0.21
1979	12	soext_ocean	-0.31
1979	12	nopol	-0.53
1979	12	nopol_land	-0.1
1979	12	nopol_ocean	-1.03
1979	12	sopol	0.68
1979	12	sopol_land	0.78
1979	12	sopol_ocean	0.63
1979	12	usa48	1.54
1979	12	usa49	0.89
1979	12	aust	-0.15
1980	1	globe	-0.23
1980	1	globe_land	-0.48
1980	1	globe_ocean	-0.13
1980	1	nh	-0.28
1980	1	nh_land	-0.6
1980	1	nh_ocean	-0.07
1980	1	sh	-0.18
1980	1	sh_land	-0.19
1980	1	sh_ocean	-0.17
1980	1	trpcs	-0.18
1980	1	trpcs_land	-0.2
1980	1	trpcs_ocean	-0.17
1980	1	noext	-0.36
1980	1	noext_land	-0.71
1980	1	noext_ocean	-0.04
1980	1	soext	-0.15
1980	1	soext_land	-0.18
1980	1	soext_ocean	-0.14
1980	1	nopol	0.46
1980	1	nopol_land	0.45
1980	1	nopol_ocean	0.48
1980	1	sopol	0.55
1980	1	sopol_land	0.49
1980	1	sopol_ocean	0.58
1980	1	usa48	-0.74
1980	1	usa49	-0.76
1980	1	aust	-0.34
1980	2	globe	-0.1
1980	2	globe_land	-0.14
1980	2	globe_ocean	-0.09
1980	2	nh	-0.21
1980	2	nh_land	-0.22
1980	2	nh_ocean	-0.21
1980	2	sh	0.01
1980	2	sh_land	0.05
1980	2	sh_ocean	0
1980	2	trpcs	-0.1
1980	2	trpcs_land	-0.24
1980	2	trpcs_ocean	-0.05
1980	2	noext	-0.28
1980	2	noext_land	-0.18
1980	2	noext_ocean	-0.37
1980	2	soext	0.08
1980	2	soext_land	0.16
1980	2	soext_ocean	0.06
1980	2	nopol	1.38
1980	2	nopol_land	1.63
1980	2	nopol_ocean	1.08
1980	2	sopol	0.49
1980	2	sopol_land	0.26
1980	2	sopol_ocean	0.6
1980	2	usa48	-1.01
1980	2	usa49	-0.58
1980	2	aust	0.78
1980	3	globe	-0.16
1980	3	globe_land	-0.39
1980	3	globe_ocean	-0.07
1980	3	nh	-0.33
1980	3	nh_land	-0.72
1980	3	nh_ocean	-0.09
1980	3	sh	0.02
1980	3	sh_land	0.35
1980	3	sh_ocean	-0.05
1980	3	trpcs	-0.12
1980	3	trpcs_land	-0.15
1980	3	trpcs_ocean	-0.12
1980	3	noext	-0.46
1980	3	noext_land	-0.9
1980	3	noext_ocean	-0.07
1980	3	soext	0.11
1980	3	soext_land	0.8
1980	3	soext_ocean	-0.01
1980	3	nopol	-0.1
1980	3	nopol_land	-0.44
1980	3	nopol_ocean	0.3
1980	3	sopol	0.91
1980	3	sopol_land	1.3
1980	3	sopol_ocean	0.72
1980	3	usa48	-1.16
1980	3	usa49	-1.02
1980	3	aust	0.34
1980	4	globe	-0.09
1980	4	globe_land	-0.14
1980	4	globe_ocean	-0.07
1980	4	nh	-0.27
1980	4	nh_land	-0.34
1980	4	nh_ocean	-0.23
1980	4	sh	0.09
1980	4	sh_land	0.33
1980	4	sh_ocean	0.04
1980	4	trpcs	-0.1
1980	4	trpcs_land	-0.12
1980	4	trpcs_ocean	-0.09
1980	4	noext	-0.37
1980	4	noext_land	-0.42
1980	4	noext_ocean	-0.32
1980	4	soext	0.19
1980	4	soext_land	0.72
1980	4	soext_ocean	0.1
1980	4	nopol	-0.67
1980	4	nopol_land	-0.64
1980	4	nopol_ocean	-0.7
1980	4	sopol	1.33
1980	4	sopol_land	2.03
1980	4	sopol_ocean	0.99
1980	4	usa48	-0.45
1980	4	usa49	-0.52
1980	4	aust	-0.1
1980	5	globe	-0.06
1980	5	globe_land	-0.11
1980	5	globe_ocean	-0.04
1980	5	nh	-0.18
1980	5	nh_land	-0.25
1980	5	nh_ocean	-0.13
1980	5	sh	0.06
1980	5	sh_land	0.2
1980	5	sh_ocean	0.03
1980	5	trpcs	-0.08
1980	5	trpcs_land	-0.14
1980	5	trpcs_ocean	-0.06
1980	5	noext	-0.23
1980	5	noext_land	-0.29
1980	5	noext_ocean	-0.17
1980	5	soext	0.13
1980	5	soext_land	0.49
1980	5	soext_ocean	0.07
1980	5	nopol	-0.22
1980	5	nopol_land	-0.56
1980	5	nopol_ocean	0.16
1980	5	sopol	0.72
1980	5	sopol_land	0.94
1980	5	sopol_ocean	0.62
1980	5	usa48	-0.54
1980	5	usa49	-0.49
1980	5	aust	0.2
1980	6	globe	-0.05
1980	6	globe_land	-0.26
1980	6	globe_ocean	0.03
1980	6	nh	-0.07
1980	6	nh_land	-0.22
1980	6	nh_ocean	0.03
1980	6	sh	-0.03
1980	6	sh_land	-0.34
1980	6	sh_ocean	0.03
1980	6	trpcs	-0.02
1980	6	trpcs_land	-0.22
1980	6	trpcs_ocean	0.03
1980	6	noext	-0.1
1980	6	noext_land	-0.24
1980	6	noext_ocean	0.03
1980	6	soext	-0.03
1980	6	soext_land	-0.37
1980	6	soext_ocean	0.04
1980	6	nopol	-0.31
1980	6	nopol_land	-0.55
1980	6	nopol_ocean	-0.03
1980	6	sopol	-0.15
1980	6	sopol_land	-0.23
1980	6	sopol_ocean	-0.11
1980	6	usa48	-0.16
1980	6	usa49	-0.11
1980	6	aust	-0.09
1980	7	globe	-0.17
1980	7	globe_land	-0.08
1980	7	globe_ocean	-0.2
1980	7	nh	-0.2
1980	7	nh_land	-0.22
1980	7	nh_ocean	-0.18
1980	7	sh	-0.14
1980	7	sh_land	0.22
1980	7	sh_ocean	-0.21
1980	7	trpcs	-0.29
1980	7	trpcs_land	-0.4
1980	7	trpcs_ocean	-0.26
1980	7	noext	-0.18
1980	7	noext_land	-0.2
1980	7	noext_ocean	-0.16
1980	7	soext	-0.03
1980	7	soext_land	0.76
1980	7	soext_ocean	-0.16
1980	7	nopol	-0.79
1980	7	nopol_land	-0.79
1980	7	nopol_ocean	-0.79
1980	7	sopol	1.53
1980	7	sopol_land	2.79
1980	7	sopol_ocean	0.93
1980	7	usa48	0.64
1980	7	usa49	0.49
1980	7	aust	-0.71
1980	8	globe	-0.15
1980	8	globe_land	-0.14
1980	8	globe_ocean	-0.16
1980	8	nh	-0.27
1980	8	nh_land	-0.27
1980	8	nh_ocean	-0.27
1980	8	sh	-0.04
1980	8	sh_land	0.18
1980	8	sh_ocean	-0.08
1980	8	trpcs	-0.39
1980	8	trpcs_land	-0.48
1980	8	trpcs_ocean	-0.36
1980	8	noext	-0.22
1980	8	noext_land	-0.24
1980	8	noext_ocean	-0.21
1980	8	soext	0.17
1980	8	soext_land	0.74
1980	8	soext_ocean	0.06
1980	8	nopol	-0.03
1980	8	nopol_land	0.2
1980	8	nopol_ocean	-0.3
1980	8	sopol	1.08
1980	8	sopol_land	1.82
1980	8	sopol_ocean	0.73
1980	8	usa48	-0.12
1980	8	usa49	-0.29
1980	8	aust	0.16
1980	9	globe	-0.18
1980	9	globe_land	-0.22
1980	9	globe_ocean	-0.16
1980	9	nh	-0.34
1980	9	nh_land	-0.44
1980	9	nh_ocean	-0.28
1980	9	sh	-0.02
1980	9	sh_land	0.26
1980	9	sh_ocean	-0.07
1980	9	trpcs	-0.27
1980	9	trpcs_land	-0.39
1980	9	trpcs_ocean	-0.24
1980	9	noext	-0.39
1980	9	noext_land	-0.48
1980	9	noext_ocean	-0.31
1980	9	soext	0.13
1980	9	soext_land	0.83
1980	9	soext_ocean	0.01
1980	9	nopol	-0.42
1980	9	nopol_land	-0.31
1980	9	nopol_ocean	-0.55
1980	9	sopol	1.22
1980	9	sopol_land	2.15
1980	9	sopol_ocean	0.78
1980	9	usa48	0.08
1980	9	usa49	0
1980	9	aust	1.02
1980	10	globe	-0.32
1980	10	globe_land	-0.4
1980	10	globe_ocean	-0.29
1980	10	nh	-0.3
1980	10	nh_land	-0.32
1980	10	nh_ocean	-0.28
1980	10	sh	-0.34
1980	10	sh_land	-0.58
1980	10	sh_ocean	-0.29
1980	10	trpcs	-0.31
1980	10	trpcs_land	-0.36
1980	10	trpcs_ocean	-0.3
1980	10	noext	-0.32
1980	10	noext_land	-0.34
1980	10	noext_ocean	-0.3
1980	10	soext	-0.33
1980	10	soext_land	-0.67
1980	10	soext_ocean	-0.27
1980	10	nopol	0.48
1980	10	nopol_land	0.73
1980	10	nopol_ocean	0.19
1980	10	sopol	-0.79
1980	10	sopol_land	-1.07
1980	10	sopol_ocean	-0.65
1980	10	usa48	-0.68
1980	10	usa49	-0.51
1980	10	aust	-0.36
1980	11	globe	-0.27
1980	11	globe_land	-0.1
1980	11	globe_ocean	-0.34
1980	11	nh	-0.2
1980	11	nh_land	-0.02
1980	11	nh_ocean	-0.32
1980	11	sh	-0.35
1980	11	sh_land	-0.27
1980	11	sh_ocean	-0.36
1980	11	trpcs	-0.44
1980	11	trpcs_land	-0.52
1980	11	trpcs_ocean	-0.42
1980	11	noext	-0.12
1980	11	noext_land	0.11
1980	11	noext_ocean	-0.33
1980	11	soext	-0.25
1980	11	soext_land	-0.08
1980	11	soext_ocean	-0.28
1980	11	nopol	-1.28
1980	11	nopol_land	-0.87
1980	11	nopol_ocean	-1.75
1980	11	sopol	-0.04
1980	11	sopol_land	0.35
1980	11	sopol_ocean	-0.23
1980	11	usa48	-0.1
1980	11	usa49	-0.08
1980	11	aust	0.19
1980	12	globe	-0.37
1980	12	globe_land	-0.29
1980	12	globe_ocean	-0.41
1980	12	nh	-0.28
1980	12	nh_land	-0.17
1980	12	nh_ocean	-0.35
1980	12	sh	-0.47
1980	12	sh_land	-0.55
1980	12	sh_ocean	-0.45
1980	12	trpcs	-0.45
1980	12	trpcs_land	-0.54
1980	12	trpcs_ocean	-0.42
1980	12	noext	-0.19
1980	12	noext_land	-0.05
1980	12	noext_ocean	-0.32
1980	12	soext	-0.47
1980	12	soext_land	-0.61
1980	12	soext_ocean	-0.45
1980	12	nopol	-0.54
1980	12	nopol_land	-0.13
1980	12	nopol_ocean	-1.01
1980	12	sopol	-0.79
1980	12	sopol_land	-0.71
1980	12	sopol_ocean	-0.83
1980	12	usa48	1.27
1980	12	usa49	0.95
1980	12	aust	-0.47
1981	1	globe	-0.23
1981	1	globe_land	0.02
1981	1	globe_ocean	-0.32
1981	1	nh	-0.21
1981	1	nh_land	0.21
1981	1	nh_ocean	-0.48
1981	1	sh	-0.25
1981	1	sh_land	-0.42
1981	1	sh_ocean	-0.21
1981	1	trpcs	-0.47
1981	1	trpcs_land	-0.58
1981	1	trpcs_ocean	-0.44
1981	1	noext	-0.07
1981	1	noext_land	0.44
1981	1	noext_ocean	-0.53
1981	1	soext	-0.13
1981	1	soext_land	-0.37
1981	1	soext_ocean	-0.09
1981	1	nopol	1.42
1981	1	nopol_land	2.32
1981	1	nopol_ocean	0.39
1981	1	sopol	-0.46
1981	1	sopol_land	-0.74
1981	1	sopol_ocean	-0.33
1981	1	usa48	0.14
1981	1	usa49	0.74
1981	1	aust	0.1
1981	2	globe	-0.15
1981	2	globe_land	-0.25
1981	2	globe_ocean	-0.11
1981	2	nh	-0.37
1981	2	nh_land	-0.35
1981	2	nh_ocean	-0.38
1981	2	sh	0.07
1981	2	sh_land	-0.04
1981	2	sh_ocean	0.09
1981	2	trpcs	-0.44
1981	2	trpcs_land	-0.52
1981	2	trpcs_ocean	-0.42
1981	2	noext	-0.34
1981	2	noext_land	-0.29
1981	2	noext_ocean	-0.38
1981	2	soext	0.34
1981	2	soext_land	0.28
1981	2	soext_ocean	0.35
1981	2	nopol	-0.24
1981	2	nopol_land	-0.08
1981	2	nopol_ocean	-0.42
1981	2	sopol	0.23
1981	2	sopol_land	0.19
1981	2	sopol_ocean	0.25
1981	2	usa48	0.11
1981	2	usa49	0.1
1981	2	aust	0.39
1981	3	globe	-0.26
1981	3	globe_land	-0.3
1981	3	globe_ocean	-0.24
1981	3	nh	-0.47
1981	3	nh_land	-0.45
1981	3	nh_ocean	-0.48
1981	3	sh	-0.05
1981	3	sh_land	0.02
1981	3	sh_ocean	-0.07
1981	3	trpcs	-0.39
1981	3	trpcs_land	-0.48
1981	3	trpcs_ocean	-0.36
1981	3	noext	-0.52
1981	3	noext_land	-0.38
1981	3	noext_ocean	-0.64
1981	3	soext	0.13
1981	3	soext_land	0.22
1981	3	soext_ocean	0.11
1981	3	nopol	-0.17
1981	3	nopol_land	-0.05
1981	3	nopol_ocean	-0.31
1981	3	sopol	1.02
1981	3	sopol_land	1.69
1981	3	sopol_ocean	0.7
1981	3	usa48	-1.91
1981	3	usa49	-1.33
1981	3	aust	-1.51
1981	4	globe	-0.25
1981	4	globe_land	-0.11
1981	4	globe_ocean	-0.31
1981	4	nh	-0.01
1981	4	nh_land	0.17
1981	4	nh_ocean	-0.12
1981	4	sh	-0.49
1981	4	sh_land	-0.73
1981	4	sh_ocean	-0.44
1981	4	trpcs	-0.29
1981	4	trpcs_land	-0.28
1981	4	trpcs_ocean	-0.3
1981	4	noext	0.1
1981	4	noext_land	0.27
1981	4	noext_ocean	-0.06
1981	4	soext	-0.55
1981	4	soext_land	-1.01
1981	4	soext_ocean	-0.47
1981	4	nopol	-0.15
1981	4	nopol_land	-0.32
1981	4	nopol_ocean	0.03
1981	4	sopol	-0.38
1981	4	sopol_land	-1.41
1981	4	sopol_ocean	0.11
1981	4	usa48	1.97
1981	4	usa49	1.66
1981	4	aust	-0.1
1981	5	globe	-0.26
1981	5	globe_land	-0.37
1981	5	globe_ocean	-0.22
1981	5	nh	-0.29
1981	5	nh_land	-0.4
1981	5	nh_ocean	-0.22
1981	5	sh	-0.23
1981	5	sh_land	-0.3
1981	5	sh_ocean	-0.22
1981	5	trpcs	-0.3
1981	5	trpcs_land	-0.39
1981	5	trpcs_ocean	-0.28
1981	5	noext	-0.32
1981	5	noext_land	-0.42
1981	5	noext_ocean	-0.23
1981	5	soext	-0.16
1981	5	soext_land	-0.17
1981	5	soext_ocean	-0.16
1981	5	nopol	-0.3
1981	5	nopol_land	-0.25
1981	5	nopol_ocean	-0.35
1981	5	sopol	0.13
1981	5	sopol_land	-0.24
1981	5	sopol_ocean	0.31
1981	5	usa48	-0.8
1981	5	usa49	-0.46
1981	5	aust	-0.74
1981	6	globe	-0.31
1981	6	globe_land	-0.4
1981	6	globe_ocean	-0.28
1981	6	nh	-0.25
1981	6	nh_land	-0.28
1981	6	nh_ocean	-0.24
1981	6	sh	-0.37
1981	6	sh_land	-0.67
1981	6	sh_ocean	-0.31
1981	6	trpcs	-0.39
1981	6	trpcs_land	-0.45
1981	6	trpcs_ocean	-0.38
1981	6	noext	-0.23
1981	6	noext_land	-0.26
1981	6	noext_ocean	-0.19
1981	6	soext	-0.32
1981	6	soext_land	-0.74
1981	6	soext_ocean	-0.24
1981	6	nopol	-0.42
1981	6	nopol_land	-0.27
1981	6	nopol_ocean	-0.59
1981	6	sopol	-0.03
1981	6	sopol_land	0.07
1981	6	sopol_ocean	-0.08
1981	6	usa48	0.6
1981	6	usa49	0.2
1981	6	aust	-0.82
1981	7	globe	-0.21
1981	7	globe_land	-0.08
1981	7	globe_ocean	-0.26
1981	7	nh	-0.2
1981	7	nh_land	-0.11
1981	7	nh_ocean	-0.26
1981	7	sh	-0.22
1981	7	sh_land	-0.02
1981	7	sh_ocean	-0.26
1981	7	trpcs	-0.47
1981	7	trpcs_land	-0.64
1981	7	trpcs_ocean	-0.42
1981	7	noext	-0.08
1981	7	noext_land	0
1981	7	noext_ocean	-0.15
1981	7	soext	-0.07
1981	7	soext_land	0.52
1981	7	soext_ocean	-0.18
1981	7	nopol	-0.53
1981	7	nopol_land	-0.48
1981	7	nopol_ocean	-0.6
1981	7	sopol	1
1981	7	sopol_land	2.11
1981	7	sopol_ocean	0.47
1981	7	usa48	0.22
1981	7	usa49	0.05
1981	7	aust	-0.42
1981	8	globe	-0.21
1981	8	globe_land	-0.09
1981	8	globe_ocean	-0.25
1981	8	nh	-0.18
1981	8	nh_land	-0.19
1981	8	nh_ocean	-0.17
1981	8	sh	-0.24
1981	8	sh_land	0.12
1981	8	sh_ocean	-0.31
1981	8	trpcs	-0.48
1981	8	trpcs_land	-0.51
1981	8	trpcs_ocean	-0.47
1981	8	noext	-0.04
1981	8	noext_land	-0.14
1981	8	noext_ocean	0.04
1981	8	soext	-0.08
1981	8	soext_land	0.71
1981	8	soext_ocean	-0.22
1981	8	nopol	0.02
1981	8	nopol_land	0.17
1981	8	nopol_ocean	-0.15
1981	8	sopol	1.14
1981	8	sopol_land	2.7
1981	8	sopol_ocean	0.39
1981	8	usa48	-0.2
1981	8	usa49	-0.28
1981	8	aust	-0.53
1981	9	globe	-0.33
1981	9	globe_land	-0.29
1981	9	globe_ocean	-0.34
1981	9	nh	-0.35
1981	9	nh_land	-0.41
1981	9	nh_ocean	-0.32
1981	9	sh	-0.3
1981	9	sh_land	-0.03
1981	9	sh_ocean	-0.36
1981	9	trpcs	-0.35
1981	9	trpcs_land	-0.52
1981	9	trpcs_ocean	-0.3
1981	9	noext	-0.38
1981	9	noext_land	-0.41
1981	9	noext_ocean	-0.35
1981	9	soext	-0.26
1981	9	soext_land	0.43
1981	9	soext_ocean	-0.38
1981	9	nopol	-0.27
1981	9	nopol_land	-0.5
1981	9	nopol_ocean	-0.01
1981	9	sopol	0.88
1981	9	sopol_land	1.44
1981	9	sopol_ocean	0.62
1981	9	usa48	-0.35
1981	9	usa49	-0.61
1981	9	aust	0.49
1981	10	globe	-0.35
1981	10	globe_land	-0.47
1981	10	globe_ocean	-0.31
1981	10	nh	-0.26
1981	10	nh_land	-0.37
1981	10	nh_ocean	-0.19
1981	10	sh	-0.45
1981	10	sh_land	-0.69
